ID_Transaccion,ID_Socio,ID_Producto,Fecha,Monto_Final,Metodo_Pago
TRX-93737,SOC-2859,PROD-502,2024-04-20,1300.0,Efectivo
TRX-93738,SOC-2073,PROD-504,2024-11-08,950.0,Transferencia SPEI
TRX-93739,SOC-2204,PROD-512,2025-01-25,35.0,Transferencia SPEI
TRX-93740,SOC-2025,PROD-503,2025-07-13,6999.0,Tarjeta de Crédito
TRX-93741,SOC-2115,PROD-503,2026-03-08,6024.85,Tarjeta de Crédito
TRX-93742,SOC-2801,PROD-507,2026-01-08,648.24,Tarjeta de Crédito
TRX-93743,SOC-2839,PROD-509,2025-08-20,359.65999999999997,Transferencia SPEI
TRX-93744,SOC-3239,PROD-506,2024-01-31,481.67,Tarjeta de Crédito
TRX-93745,SOC-2684,PROD-510,2024-01-13,66.06,Transferencia SPEI
TRX-93746,SOC-2184,PROD-504,2026-02-09,950.0,Transferencia SPEI
TRX-93747,SOC-2352,PROD-503,2024-04-05,6081.57,Transferencia SPEI
TRX-93748,SOC-3160,PROD-501,2026-01-31,650.0,Efectivo
TRX-93749,SOC-3342,PROD-507,2025-05-22,699.01,Tarjeta de Débito
TRX-93750,SOC-2648,PROD-512,2026-03-03,35.0,Transferencia SPEI
TRX-93751,SOC-3623,PROD-502,2025-05-22,1202.4,Efectivo
TRX-93752,SOC-2971,PROD-501,2025-04-10,650.0,Tarjeta de Crédito
TRX-93753,SOC-2834,PROD-501,2024-05-28,650.0,Tarjeta de Débito
TRX-93754,SOC-2601,PROD-503,2024-07-07,6999.0,Efectivo
TRX-93755,SOC-3327,PROD-507,2024-01-16,692.13,Tarjeta de Débito
TRX-93756,SOC-3547,PROD-502,2024-05-25,1300.0,Efectivo
TRX-93757,SOC-3195,PROD-505,2024-11-08,480.0,Transferencia SPEI
TRX-93758,SOC-3634,PROD-508,2024-07-03,250.0,Efectivo
TRX-93759,SOC-2427,PROD-511,2024-07-06,50.0,Tarjeta de Débito
TRX-93760,SOC-2647,PROD-502,2024-08-18,1300.0,Transferencia SPEI
TRX-93761,SOC-2838,PROD-502,2025-10-29,1300.0,Tarjeta de Débito
TRX-93762,SOC-3475,PROD-509,2024-01-25,400.0,Tarjeta de Crédito
TRX-93763,SOC-2554,PROD-506,2026-04-27,550.0,Tarjeta de Débito
TRX-93764,SOC-2230,PROD-507,2024-02-07,700.54,Efectivo
TRX-93765,SOC-2655,PROD-509,2025-08-18,400.0,Efectivo
TRX-93766,SOC-2350,PROD-507,2025-07-07,750.0,Tarjeta de Débito
TRX-93767,SOC-3501,PROD-510,2026-04-01,75.0,Transferencia SPEI
TRX-93768,SOC-2523,PROD-508,2025-07-23,250.0,Transferencia SPEI
TRX-93769,SOC-2260,PROD-504,2025-04-19,950.0,Efectivo
TRX-93770,SOC-2020,PROD-509,2025-06-22,400.0,Transferencia SPEI
TRX-93771,SOC-2531,PROD-501,2025-06-07,650.0,Transferencia SPEI
TRX-93772,SOC-3682,PROD-511,2025-07-24,50.0,Efectivo
TRX-93773,SOC-3172,PROD-501,2025-05-17,650.0,Tarjeta de Crédito
TRX-93774,SOC-2176,PROD-507,2024-11-03,667.09,Tarjeta de Crédito
TRX-93775,SOC-2805,PROD-510,2026-01-17,75.0,Tarjeta de Crédito
TRX-93776,SOC-3609,PROD-506,2024-08-23,550.0,Tarjeta de Débito
TRX-93777,SOC-3045,PROD-507,2024-10-03,750.0,Efectivo
TRX-93778,SOC-3033,PROD-503,2024-04-30,6999.0,Transferencia SPEI
TRX-93779,SOC-2653,PROD-505,2025-03-18,480.0,Efectivo
TRX-93780,SOC-2345,PROD-502,2024-06-19,1300.0,Transferencia SPEI
TRX-93781,SOC-3406,PROD-512,2024-05-31,35.0,Tarjeta de Débito
TRX-93782,SOC-2674,PROD-501,2024-08-01,650.0,Efectivo
TRX-93783,SOC-2125,PROD-501,2024-01-19,650.0,Transferencia SPEI
TRX-93784,SOC-2510,PROD-505,2026-01-31,480.0,Transferencia SPEI
TRX-93785,SOC-2929,PROD-504,2025-08-30,901.81,Efectivo
TRX-93786,SOC-2249,PROD-505,2024-05-01,480.0,Efectivo
TRX-93787,SOC-2048,PROD-510,2024-04-04,75.0,Tarjeta de Crédito
TRX-93788,SOC-3681,PROD-504,2024-05-22,950.0,Tarjeta de Crédito
TRX-93789,SOC-2936,PROD-512,2025-08-18,35.0,Transferencia SPEI
TRX-93790,SOC-3516,PROD-512,2025-09-24,33.2,Tarjeta de Débito
TRX-93791,SOC-2615,PROD-509,2024-03-25,400.0,Transferencia SPEI
TRX-93792,SOC-2984,PROD-505,2025-02-01,480.0,Efectivo
TRX-93793,SOC-2048,PROD-510,2026-04-15,75.0,Tarjeta de Débito
TRX-93794,SOC-3402,PROD-504,2024-09-12,950.0,Efectivo
TRX-93795,SOC-3481,PROD-504,2025-04-01,888.8,Efectivo
TRX-93796,SOC-2652,PROD-502,2025-11-09,1300.0,Tarjeta de Débito
TRX-93797,SOC-3422,PROD-505,2024-12-03,480.0,Tarjeta de Débito
TRX-93798,SOC-2308,PROD-501,2024-07-12,650.0,Efectivo
TRX-93799,SOC-2141,PROD-506,2024-07-27,550.0,Tarjeta de Crédito
TRX-93800,SOC-2569,PROD-507,2025-02-24,676.31,Tarjeta de Débito
TRX-93801,SOC-2581,PROD-510,2025-12-21,75.0,Transferencia SPEI
TRX-93802,SOC-2885,PROD-508,2024-05-31,250.0,Efectivo
TRX-93803,SOC-2120,PROD-509,2024-05-21,400.0,Efectivo
TRX-93804,SOC-3660,PROD-503,2025-12-24,6999.0,Efectivo
TRX-93805,SOC-3411,PROD-509,2024-06-04,400.0,Tarjeta de Crédito
TRX-93806,SOC-3052,PROD-508,2025-09-02,250.0,Tarjeta de Débito
TRX-93807,SOC-2003,PROD-503,2025-02-04,6091.71,Efectivo
TRX-93808,SOC-3018,PROD-505,2025-12-06,480.0,Tarjeta de Crédito
TRX-93809,SOC-2958,PROD-504,2026-03-19,950.0,Tarjeta de Crédito
TRX-93810,SOC-2843,PROD-505,2024-06-12,480.0,Tarjeta de Crédito
TRX-93811,SOC-2706,PROD-508,2024-01-18,234.23,Efectivo
TRX-93812,SOC-3581,PROD-509,2024-05-22,400.0,Tarjeta de Débito
TRX-93813,SOC-2220,PROD-509,2024-04-28,400.0,Efectivo
TRX-93814,SOC-3287,PROD-503,2026-03-16,6999.0,Tarjeta de Débito
TRX-93815,SOC-2709,PROD-510,2024-01-19,75.0,Transferencia SPEI
TRX-93816,SOC-2235,PROD-501,2024-03-03,650.0,Tarjeta de Crédito
TRX-93817,SOC-2449,PROD-501,2024-09-27,650.0,Efectivo
TRX-93818,SOC-2111,PROD-502,2024-05-10,1300.0,Tarjeta de Crédito
TRX-93819,SOC-2939,PROD-502,2024-01-31,1063.6,Tarjeta de Crédito
TRX-93820,SOC-2411,PROD-503,2025-08-04,6999.0,Transferencia SPEI
TRX-93821,SOC-2141,PROD-506,2024-04-01,468.47,Tarjeta de Débito
TRX-93822,SOC-3091,PROD-512,2025-01-18,29.39,Transferencia SPEI
TRX-93823,SOC-3539,PROD-506,2024-08-17,550.0,Tarjeta de Débito
TRX-93824,SOC-2640,PROD-507,2026-01-12,614.03,Tarjeta de Crédito
TRX-93825,SOC-2296,PROD-508,2025-03-05,250.0,Tarjeta de Débito
TRX-93826,SOC-2785,PROD-501,2024-04-19,650.0,Tarjeta de Débito
TRX-93827,SOC-2485,PROD-501,2025-01-09,650.0,Tarjeta de Crédito
TRX-93828,SOC-3499,PROD-505,2025-05-18,480.0,Tarjeta de Débito
TRX-93829,SOC-2482,PROD-506,2025-07-25,550.0,Efectivo
TRX-93830,SOC-3006,PROD-507,2025-07-01,750.0,Tarjeta de Débito
TRX-93831,SOC-3551,PROD-502,2026-02-06,1300.0,Transferencia SPEI
TRX-93832,SOC-3369,PROD-503,2025-02-07,6999.0,Efectivo
TRX-93833,SOC-3044,PROD-507,2025-03-04,750.0,Transferencia SPEI
TRX-93834,SOC-2720,PROD-512,2026-03-12,35.0,Tarjeta de Crédito
TRX-93835,SOC-3753,PROD-503,2024-10-09,6999.0,Transferencia SPEI
TRX-93836,SOC-2838,PROD-509,2025-03-28,400.0,Tarjeta de Débito
TRX-93837,SOC-3619,PROD-510,2024-10-27,75.0,Efectivo
TRX-93838,SOC-3357,PROD-503,2025-08-15,6431.0,Efectivo
TRX-93839,SOC-2075,PROD-507,2024-04-21,750.0,Tarjeta de Débito
TRX-93840,SOC-3026,PROD-510,2025-05-09,75.0,Tarjeta de Crédito
TRX-93841,SOC-2258,PROD-504,2024-11-16,950.0,Tarjeta de Crédito
TRX-93842,SOC-2630,PROD-501,2024-11-10,650.0,Transferencia SPEI
TRX-93843,SOC-3122,PROD-503,2024-04-23,6999.0,Tarjeta de Débito
TRX-93844,SOC-3620,PROD-511,2025-03-19,50.0,Tarjeta de Débito
TRX-93845,SOC-2336,PROD-506,2024-09-19,550.0,Tarjeta de Crédito
TRX-93846,SOC-2036,PROD-507,2025-11-06,750.0,Tarjeta de Débito
TRX-93847,SOC-3317,PROD-502,2026-02-23,1104.24,Transferencia SPEI
TRX-93848,SOC-3586,PROD-504,2025-07-13,950.0,Tarjeta de Crédito
TRX-93849,SOC-2950,PROD-504,2024-01-03,950.0,Transferencia SPEI
TRX-93850,SOC-2479,PROD-505,2024-08-18,480.0,Tarjeta de Débito
TRX-93851,SOC-3025,PROD-509,2026-04-05,400.0,Efectivo
TRX-93852,SOC-3082,PROD-509,2024-10-10,400.0,Transferencia SPEI
TRX-93853,SOC-3100,PROD-501,2025-02-18,650.0,Efectivo
TRX-93854,SOC-2712,PROD-502,2026-04-16,1226.47,Efectivo
TRX-93855,SOC-2330,PROD-506,2024-11-14,550.0,Tarjeta de Débito
TRX-93856,SOC-2169,PROD-512,2024-07-09,35.0,Efectivo
TRX-93857,SOC-2243,PROD-512,2025-02-15,30.04,Transferencia SPEI
TRX-93858,SOC-2009,PROD-504,2025-05-23,800.8199999999999,Transferencia SPEI
TRX-93859,SOC-2109,PROD-501,2024-07-26,650.0,Tarjeta de Crédito
TRX-93860,SOC-2216,PROD-510,2025-04-02,75.0,Efectivo
TRX-93861,SOC-2165,PROD-502,2026-04-06,1300.0,Efectivo
TRX-93862,SOC-2430,PROD-505,2025-05-01,480.0,Tarjeta de Crédito
TRX-93863,SOC-2220,PROD-512,2025-05-23,35.0,Transferencia SPEI
TRX-93864,SOC-3561,PROD-511,2025-07-22,50.0,Efectivo
TRX-93865,SOC-3291,PROD-507,2024-06-08,750.0,Tarjeta de Débito
TRX-93866,SOC-3401,PROD-512,2025-09-23,35.0,Efectivo
TRX-93867,SOC-3479,PROD-509,2024-09-21,341.12,Transferencia SPEI
TRX-93868,SOC-3683,PROD-509,2024-12-02,400.0,Efectivo
TRX-93869,SOC-3288,PROD-502,2024-03-19,1300.0,Transferencia SPEI
TRX-93870,SOC-2698,PROD-504,2024-12-11,950.0,Efectivo
TRX-93871,SOC-2047,PROD-508,2024-06-19,250.0,Transferencia SPEI
TRX-93872,SOC-3071,PROD-512,2024-01-04,35.0,Transferencia SPEI
TRX-93873,SOC-3227,PROD-501,2026-01-02,650.0,Efectivo
TRX-93874,SOC-2851,PROD-502,2025-03-12,1100.4,Efectivo
TRX-93875,SOC-3596,PROD-510,2025-04-26,75.0,Tarjeta de Crédito
TRX-93876,SOC-2266,PROD-504,2025-11-24,950.0,Transferencia SPEI
TRX-93877,SOC-2515,PROD-508,2025-05-17,250.0,Tarjeta de Crédito
TRX-93878,SOC-2994,PROD-506,2024-08-20,450.04,Efectivo
TRX-93879,SOC-2015,PROD-503,2026-03-28,6999.0,Efectivo
TRX-93880,SOC-3380,PROD-512,2026-01-03,35.0,Tarjeta de Débito
TRX-93881,SOC-2954,PROD-509,2024-02-02,340.92,Tarjeta de Débito
TRX-93882,SOC-2398,PROD-503,2024-08-06,6999.0,Tarjeta de Crédito
TRX-93883,SOC-2333,PROD-502,2025-02-04,1300.0,Transferencia SPEI
TRX-93884,SOC-3234,PROD-511,2026-02-20,50.0,Tarjeta de Débito
TRX-93885,SOC-3735,PROD-508,2024-09-22,250.0,Transferencia SPEI
TRX-93886,SOC-2041,PROD-507,2026-03-31,750.0,Tarjeta de Débito
TRX-93887,SOC-2136,PROD-507,2025-09-26,750.0,Tarjeta de Crédito
TRX-93888,SOC-3184,PROD-506,2025-12-14,550.0,Tarjeta de Crédito
TRX-93889,SOC-2184,PROD-506,2024-02-26,550.0,Transferencia SPEI
TRX-93890,SOC-2611,PROD-503,2025-02-01,6144.76,Efectivo
TRX-93891,SOC-2446,PROD-504,2025-01-07,768.41,Tarjeta de Débito
TRX-93892,SOC-3602,PROD-503,2024-10-15,6999.0,Efectivo
TRX-93893,SOC-3270,PROD-509,2024-08-15,400.0,Tarjeta de Débito
TRX-93894,SOC-3110,PROD-505,2025-05-30,454.3,Tarjeta de Débito
TRX-93895,SOC-2220,PROD-512,2025-03-11,35.0,Efectivo
TRX-93896,SOC-3668,PROD-501,2024-11-19,650.0,Efectivo
TRX-93897,SOC-2302,PROD-502,2025-01-12,1300.0,Transferencia SPEI
TRX-93898,SOC-2976,PROD-512,2025-01-08,35.0,Transferencia SPEI
TRX-93899,SOC-3431,PROD-505,2025-02-17,480.0,Tarjeta de Crédito
TRX-93900,SOC-2474,PROD-511,2025-09-21,50.0,Tarjeta de Crédito
TRX-93901,SOC-2635,PROD-509,2024-04-02,360.45,Efectivo
TRX-93902,SOC-3559,PROD-505,2025-05-25,480.0,Tarjeta de Crédito
TRX-93903,SOC-3005,PROD-509,2026-04-19,400.0,Transferencia SPEI
TRX-93904,SOC-3753,PROD-502,2024-11-23,1300.0,Tarjeta de Débito
TRX-93905,SOC-2658,PROD-512,2026-02-22,35.0,Efectivo
TRX-93906,SOC-2281,PROD-509,2026-02-27,353.06,Transferencia SPEI
TRX-93907,SOC-2675,PROD-502,2024-05-17,1300.0,Tarjeta de Débito
TRX-93908,SOC-3567,PROD-510,2025-05-24,75.0,Tarjeta de Débito
TRX-93909,SOC-2742,PROD-505,2024-06-07,480.0,Efectivo
TRX-93910,SOC-3562,PROD-511,2026-04-11,50.0,Tarjeta de Crédito
TRX-93911,SOC-2466,PROD-512,2025-01-27,31.7,Tarjeta de Débito
TRX-93912,SOC-2892,PROD-512,2025-01-13,35.0,Transferencia SPEI
TRX-93913,SOC-3584,PROD-508,2025-04-24,224.07,Transferencia SPEI
TRX-93914,SOC-2209,PROD-501,2025-04-16,650.0,Transferencia SPEI
TRX-93915,SOC-2251,PROD-506,2025-01-28,550.0,Transferencia SPEI
TRX-93916,SOC-3089,PROD-511,2026-02-09,50.0,Efectivo
TRX-93917,SOC-2444,PROD-502,2025-05-13,1300.0,Tarjeta de Crédito
TRX-93918,SOC-3086,PROD-501,2026-03-05,650.0,Transferencia SPEI
TRX-93919,SOC-2608,PROD-502,2024-11-04,1300.0,Tarjeta de Débito
TRX-93920,SOC-3446,PROD-508,2025-11-18,250.0,Efectivo
TRX-93921,SOC-2332,PROD-510,2024-06-25,75.0,Transferencia SPEI
TRX-93922,SOC-3404,PROD-509,2025-02-16,400.0,Transferencia SPEI
TRX-93923,SOC-2381,PROD-509,2025-06-12,400.0,Efectivo
TRX-93924,SOC-2919,PROD-507,2025-03-14,750.0,Efectivo
TRX-93925,SOC-2913,PROD-511,2025-01-21,50.0,Tarjeta de Crédito
TRX-93926,SOC-2980,PROD-502,2025-12-24,1300.0,Tarjeta de Débito
TRX-93927,SOC-2427,PROD-512,2025-07-15,35.0,Transferencia SPEI
TRX-93928,SOC-2975,PROD-507,2025-12-09,644.58,Tarjeta de Crédito
TRX-93929,SOC-3084,PROD-507,2026-01-09,750.0,Transferencia SPEI
TRX-93930,SOC-3244,PROD-501,2025-02-20,650.0,Efectivo
TRX-93931,SOC-3633,PROD-505,2025-06-13,480.0,Transferencia SPEI
TRX-93932,SOC-3212,PROD-511,2024-08-27,50.0,Tarjeta de Débito
TRX-93933,SOC-3598,PROD-506,2026-03-07,550.0,Efectivo
TRX-93934,SOC-2711,PROD-501,2025-12-04,650.0,Tarjeta de Crédito
TRX-93935,SOC-2972,PROD-504,2025-08-14,950.0,Efectivo
TRX-93936,SOC-2671,PROD-510,2025-04-05,75.0,Tarjeta de Débito
TRX-93937,SOC-3591,PROD-501,2024-11-17,650.0,Tarjeta de Débito
TRX-93938,SOC-2843,PROD-508,2024-02-29,250.0,Transferencia SPEI
TRX-93939,SOC-3024,PROD-512,2024-12-13,35.0,Tarjeta de Crédito
TRX-93940,SOC-2894,PROD-502,2025-08-23,1300.0,Efectivo
TRX-93941,SOC-2495,PROD-509,2024-09-22,369.14,Tarjeta de Crédito
TRX-93942,SOC-3762,PROD-507,2026-02-06,750.0,Transferencia SPEI
TRX-93943,SOC-3493,PROD-504,2024-07-03,877.41,Tarjeta de Crédito
TRX-93944,SOC-2988,PROD-502,2024-04-18,1300.0,Transferencia SPEI
TRX-93945,SOC-3701,PROD-506,2025-10-28,550.0,Transferencia SPEI
TRX-93946,SOC-3243,PROD-502,2025-05-18,1202.95,Tarjeta de Débito
TRX-93947,SOC-2323,PROD-510,2025-07-10,75.0,Tarjeta de Débito
TRX-93948,SOC-2550,PROD-509,2025-02-17,400.0,Tarjeta de Crédito
TRX-93949,SOC-2067,PROD-506,2024-06-28,550.0,Transferencia SPEI
TRX-93950,SOC-3185,PROD-501,2024-07-31,650.0,Tarjeta de Crédito
TRX-93951,SOC-2384,PROD-501,2024-07-03,650.0,Efectivo
TRX-93952,SOC-2196,PROD-505,2024-07-07,480.0,Tarjeta de Débito
TRX-93953,SOC-3015,PROD-502,2024-03-03,1300.0,Efectivo
TRX-93954,SOC-3779,PROD-502,2025-04-06,1300.0,Efectivo
TRX-93955,SOC-2443,PROD-502,2025-02-13,1300.0,Transferencia SPEI
TRX-93956,SOC-3595,PROD-501,2024-12-16,650.0,Efectivo
TRX-93957,SOC-2597,PROD-510,2024-07-22,75.0,Transferencia SPEI
TRX-93958,SOC-3711,PROD-508,2024-07-06,250.0,Tarjeta de Débito
TRX-93959,SOC-2772,PROD-510,2024-08-17,75.0,Transferencia SPEI
TRX-93960,SOC-2328,PROD-510,2024-10-12,75.0,Transferencia SPEI
TRX-93961,SOC-2495,PROD-509,2024-01-06,400.0,Efectivo
TRX-93962,SOC-3519,PROD-507,2026-02-13,750.0,Tarjeta de Débito
TRX-93963,SOC-2125,PROD-503,2024-12-24,6999.0,Tarjeta de Débito
TRX-93964,SOC-2223,PROD-512,2025-09-10,35.0,Tarjeta de Crédito
TRX-93965,SOC-2261,PROD-508,2025-12-18,250.0,Transferencia SPEI
TRX-93966,SOC-2370,PROD-509,2024-03-30,400.0,Efectivo
TRX-93967,SOC-3684,PROD-507,2024-08-15,750.0,Efectivo
TRX-93968,SOC-2612,PROD-510,2026-04-16,75.0,Tarjeta de Crédito
TRX-93969,SOC-3701,PROD-507,2026-01-05,750.0,Transferencia SPEI
TRX-93970,SOC-3323,PROD-506,2026-04-23,550.0,Tarjeta de Crédito
TRX-93971,SOC-3133,PROD-511,2024-11-07,50.0,Tarjeta de Crédito
TRX-93972,SOC-3205,PROD-508,2024-09-28,250.0,Tarjeta de Débito
TRX-93973,SOC-2048,PROD-508,2026-01-10,205.28,Transferencia SPEI
TRX-93974,SOC-2618,PROD-501,2025-03-04,650.0,Tarjeta de Débito
TRX-93975,SOC-3544,PROD-507,2024-01-23,750.0,Efectivo
TRX-93976,SOC-3363,PROD-512,2024-04-15,35.0,Tarjeta de Crédito
TRX-93977,SOC-3219,PROD-501,2024-06-18,650.0,Efectivo
TRX-93978,SOC-2761,PROD-505,2026-04-13,480.0,Efectivo
TRX-93979,SOC-2573,PROD-505,2025-07-09,480.0,Efectivo
TRX-93980,SOC-3198,PROD-504,2024-06-26,950.0,Tarjeta de Débito
TRX-93981,SOC-2395,PROD-504,2024-07-30,950.0,Tarjeta de Crédito
TRX-93982,SOC-2502,PROD-506,2024-03-09,455.71,Tarjeta de Débito
TRX-93983,SOC-2705,PROD-501,2024-04-26,650.0,Tarjeta de Crédito
TRX-93984,SOC-2692,PROD-505,2024-12-02,480.0,Efectivo
TRX-93985,SOC-2463,PROD-507,2025-08-17,750.0,Tarjeta de Débito
TRX-93986,SOC-3424,PROD-504,2025-09-30,950.0,Tarjeta de Crédito
TRX-93987,SOC-2395,PROD-503,2024-10-28,6999.0,Transferencia SPEI
TRX-93988,SOC-2335,PROD-510,2025-03-12,62.12,Efectivo
TRX-93989,SOC-2711,PROD-510,2026-02-03,75.0,Tarjeta de Crédito
TRX-93990,SOC-2251,PROD-503,2026-03-18,6999.0,Tarjeta de Débito
TRX-93991,SOC-2186,PROD-503,2025-08-16,5830.09,Transferencia SPEI
TRX-93992,SOC-2642,PROD-510,2025-09-07,75.0,Efectivo
TRX-93993,SOC-2242,PROD-503,2024-09-05,6999.0,Transferencia SPEI
TRX-93994,SOC-2406,PROD-502,2025-05-07,1300.0,Tarjeta de Débito
TRX-93995,SOC-2570,PROD-503,2024-03-08,6999.0,Transferencia SPEI
TRX-93996,SOC-2374,PROD-510,2026-03-04,75.0,Efectivo
TRX-93997,SOC-3160,PROD-504,2025-04-03,950.0,Efectivo
TRX-93998,SOC-3201,PROD-503,2024-07-04,6999.0,Efectivo
TRX-93999,SOC-3440,PROD-504,2024-04-12,950.0,Tarjeta de Crédito
TRX-94000,SOC-3480,PROD-507,2024-05-11,750.0,Tarjeta de Débito
TRX-94001,SOC-2970,PROD-506,2024-06-03,550.0,Transferencia SPEI
TRX-94002,SOC-2516,PROD-507,2024-04-15,750.0,Tarjeta de Crédito
TRX-94003,SOC-3437,PROD-501,2025-09-27,650.0,Transferencia SPEI
TRX-94004,SOC-3657,PROD-504,2024-01-28,817.98,Tarjeta de Débito
TRX-94005,SOC-2646,PROD-503,2024-10-03,6474.55,Efectivo
TRX-94006,SOC-2129,PROD-506,2025-12-08,550.0,Tarjeta de Débito
TRX-94007,SOC-2727,PROD-501,2024-11-21,597.04,Tarjeta de Crédito
TRX-94008,SOC-2206,PROD-510,2025-10-17,68.58,Efectivo
TRX-94009,SOC-3060,PROD-508,2025-05-11,250.0,Transferencia SPEI
TRX-94010,SOC-3307,PROD-503,2024-09-24,6999.0,Tarjeta de Crédito
TRX-94011,SOC-2767,PROD-512,2026-01-29,35.0,Tarjeta de Crédito
TRX-94012,SOC-2315,PROD-502,2025-05-28,1300.0,Tarjeta de Débito
TRX-94013,SOC-3287,PROD-511,2024-11-25,50.0,Efectivo
TRX-94014,SOC-3210,PROD-503,2026-01-23,6999.0,Efectivo
TRX-94015,SOC-2620,PROD-509,2025-05-09,400.0,Transferencia SPEI
TRX-94016,SOC-3010,PROD-511,2025-01-26,50.0,Tarjeta de Crédito
TRX-94017,SOC-2428,PROD-504,2026-02-14,950.0,Transferencia SPEI
TRX-94018,SOC-2726,PROD-502,2025-01-01,1300.0,Efectivo
TRX-94019,SOC-2340,PROD-506,2025-04-23,550.0,Tarjeta de Débito
TRX-94020,SOC-2888,PROD-505,2024-02-28,480.0,Tarjeta de Débito
TRX-94021,SOC-3304,PROD-509,2026-03-15,400.0,Tarjeta de Crédito
TRX-94022,SOC-3699,PROD-512,2025-07-08,35.0,Tarjeta de Débito
TRX-94023,SOC-3433,PROD-507,2025-12-28,750.0,Tarjeta de Crédito
TRX-94024,SOC-2829,PROD-503,2024-01-19,6999.0,Tarjeta de Débito
TRX-94025,SOC-2815,PROD-508,2024-05-08,250.0,Tarjeta de Crédito
TRX-94026,SOC-2743,PROD-505,2024-08-09,480.0,Tarjeta de Débito
TRX-94027,SOC-3510,PROD-506,2024-03-23,550.0,Transferencia SPEI
TRX-94028,SOC-2346,PROD-509,2024-06-11,400.0,Tarjeta de Débito
TRX-94029,SOC-2018,PROD-502,2025-06-30,1300.0,Transferencia SPEI
TRX-94030,SOC-2345,PROD-505,2025-04-02,480.0,Transferencia SPEI
TRX-94031,SOC-2387,PROD-510,2026-02-17,75.0,Tarjeta de Crédito
TRX-94032,SOC-3324,PROD-501,2024-04-02,650.0,Tarjeta de Crédito
TRX-94033,SOC-3624,PROD-503,2024-09-08,6999.0,Efectivo
TRX-94034,SOC-2589,PROD-510,2025-08-10,75.0,Efectivo
TRX-94035,SOC-3614,PROD-501,2025-09-12,650.0,Transferencia SPEI
TRX-94036,SOC-2808,PROD-503,2025-12-11,6999.0,Tarjeta de Crédito
TRX-94037,SOC-2840,PROD-507,2024-01-01,750.0,Tarjeta de Débito
TRX-94038,SOC-3696,PROD-501,2025-08-17,650.0,Tarjeta de Crédito
TRX-94039,SOC-2380,PROD-502,2025-05-03,1300.0,Efectivo
TRX-94040,SOC-2039,PROD-512,2024-08-25,35.0,Efectivo
TRX-94041,SOC-3511,PROD-502,2025-08-11,1300.0,Tarjeta de Débito
TRX-94042,SOC-3563,PROD-504,2025-07-05,950.0,Tarjeta de Crédito
TRX-94043,SOC-2329,PROD-505,2025-04-19,387.63,Tarjeta de Crédito
TRX-94044,SOC-2783,PROD-501,2025-12-12,523.4,Tarjeta de Crédito
TRX-94045,SOC-2945,PROD-508,2025-11-05,222.5,Transferencia SPEI
TRX-94046,SOC-2228,PROD-511,2026-02-05,50.0,Efectivo
TRX-94047,SOC-2971,PROD-507,2024-05-12,750.0,Tarjeta de Crédito
TRX-94048,SOC-3452,PROD-509,2025-12-31,400.0,Efectivo
TRX-94049,SOC-2031,PROD-510,2024-11-29,75.0,Tarjeta de Crédito
TRX-94050,SOC-2410,PROD-505,2025-03-09,396.52,Tarjeta de Crédito
TRX-94051,SOC-3756,PROD-504,2025-11-20,762.42,Tarjeta de Crédito
TRX-94052,SOC-3611,PROD-507,2024-04-27,607.1,Tarjeta de Débito
TRX-94053,SOC-2580,PROD-512,2024-04-05,35.0,Tarjeta de Débito
TRX-94054,SOC-2282,PROD-504,2026-01-02,852.77,Tarjeta de Débito
TRX-94055,SOC-2239,PROD-512,2024-07-20,35.0,Transferencia SPEI
TRX-94056,SOC-2963,PROD-511,2025-02-01,50.0,Transferencia SPEI
TRX-94057,SOC-2861,PROD-501,2025-03-08,650.0,Tarjeta de Crédito
TRX-94058,SOC-3619,PROD-505,2025-09-10,480.0,Efectivo
TRX-94059,SOC-3677,PROD-505,2025-03-14,480.0,Transferencia SPEI
TRX-94060,SOC-2672,PROD-506,2024-04-12,550.0,Transferencia SPEI
TRX-94061,SOC-2041,PROD-502,2025-05-21,1300.0,Tarjeta de Crédito
TRX-94062,SOC-2354,PROD-505,2025-12-15,480.0,Tarjeta de Crédito
TRX-94063,SOC-2588,PROD-509,2024-08-12,400.0,Tarjeta de Débito
TRX-94064,SOC-3581,PROD-505,2024-03-20,480.0,Tarjeta de Crédito
TRX-94065,SOC-2449,PROD-505,2024-12-19,480.0,Tarjeta de Débito
TRX-94066,SOC-3631,PROD-504,2025-05-28,950.0,Tarjeta de Débito
TRX-94067,SOC-2919,PROD-510,2026-02-18,75.0,Tarjeta de Crédito
TRX-94068,SOC-2736,PROD-505,2026-03-02,480.0,Tarjeta de Crédito
TRX-94069,SOC-2776,PROD-503,2025-03-04,6999.0,Efectivo
TRX-94070,SOC-2576,PROD-512,2025-04-23,35.0,Transferencia SPEI
TRX-94071,SOC-3504,PROD-512,2024-09-29,33.19,Efectivo
TRX-94072,SOC-3220,PROD-506,2024-08-20,550.0,Tarjeta de Débito
TRX-94073,SOC-3282,PROD-506,2025-05-08,550.0,Tarjeta de Débito
TRX-94074,SOC-2358,PROD-502,2025-02-04,1300.0,Tarjeta de Crédito
TRX-94075,SOC-2658,PROD-510,2025-09-09,62.269999999999996,Tarjeta de Crédito
TRX-94076,SOC-2977,PROD-509,2024-03-20,400.0,Transferencia SPEI
TRX-94077,SOC-2103,PROD-505,2025-05-15,480.0,Transferencia SPEI
