ID_Socio,Edad,Genero,Ciudad,Fecha_Inscripcion,Estatus
SOC-2451,45,Masculino,Tijuana,2024-12-25,Inactivo
SOC-2452,25,Otro,Mérida,2025-03-25,Activo
SOC-2453,67,Otro,Mérida,2025-03-19,Activo
SOC-2454,31,Femenino,Puebla,2025-03-30,Cancelado
SOC-2455,32,Femenino,Monterrey,2025-02-27,Activo
SOC-2456,47,Femenino,Puebla,2025-01-08,Activo
SOC-2457,24,Femenino,Puebla,2024-06-09,Activo
SOC-2458,60,Femenino,Monterrey,2025-05-03,Activo
SOC-2459,27,Otro,Puebla,2024-02-04,Activo
SOC-2460,23,Masculino,CDMX,2024-08-09,Activo
SOC-2461,24,Otro,Mérida,2024-07-09,Activo
SOC-2462,69,Masculino,Querétaro,2024-01-31,Activo
SOC-2463,55,Otro,Querétaro,2024-06-17,Activo
SOC-2464,60,Masculino,Puebla,2024-06-30,Activo
SOC-2465,60,Femenino,Tijuana,2025-04-13,Cancelado
SOC-2466,64,Masculino,Monterrey,2024-11-03,Activo
SOC-2467,37,Femenino,CDMX,2024-10-22,Activo
SOC-2468,50,Masculino,Guadalajara,2024-12-02,Inactivo
SOC-2469,48,Masculino,Tijuana,2024-02-25,Activo
SOC-2470,40,Otro,Monterrey,2024-02-28,Cancelado
SOC-2471,66,Femenino,Querétaro,2024-04-25,Activo
SOC-2472,69,Femenino,Tijuana,2024-10-14,Cancelado
SOC-2473,67,Otro,Querétaro,2024-12-11,Activo
SOC-2474,59,Otro,CDMX,2024-11-07,Inactivo
SOC-2475,60,Otro,Monterrey,2024-01-15,Activo
SOC-2476,29,Femenino,Mérida,2025-01-25,Cancelado
SOC-2477,37,Femenino,Monterrey,2024-01-04,Activo
SOC-2478,29,Masculino,Querétaro,2024-12-02,Activo
SOC-2479,43,Masculino,Guadalajara,2025-01-14,Cancelado
SOC-2480,58,Masculino,CDMX,2025-01-17,Activo
SOC-2481,51,Masculino,Puebla,2024-08-02,Activo
SOC-2482,47,Femenino,Guadalajara,2024-07-08,Activo
SOC-2483,37,Otro,Monterrey,2025-02-01,Activo
SOC-2484,54,Otro,CDMX,2025-03-28,Activo
SOC-2485,21,Masculino,Guadalajara,2025-01-21,Activo
SOC-2486,57,Masculino,Mérida,2024-02-11,Cancelado
SOC-2487,35,Femenino,Mérida,2024-08-05,Activo
SOC-2488,49,Otro,Puebla,2024-07-31,Activo
SOC-2489,35,Masculino,Tijuana,2024-09-19,Cancelado
SOC-2490,25,Femenino,Puebla,2024-02-26,Inactivo
SOC-2491,36,Otro,Mérida,2024-10-30,Activo
SOC-2492,49,Otro,Mérida,2024-06-06,Activo
SOC-2493,20,Masculino,Puebla,2024-11-02,Activo
SOC-2494,21,Masculino,Guadalajara,2024-06-03,Activo
SOC-2495,31,Masculino,Tijuana,2024-05-10,Activo
SOC-2496,36,Femenino,CDMX,2024-01-04,Activo
SOC-2497,49,Otro,Puebla,2024-03-30,Activo
SOC-2498,26,Femenino,Querétaro,2024-12-26,Activo
SOC-2499,32,Otro,Querétaro,2025-03-02,Cancelado
SOC-2500,60,Femenino,CDMX,2024-07-22,Cancelado
SOC-2501,65,Masculino,Puebla,2024-01-10,Activo
SOC-2502,47,Masculino,Tijuana,2024-06-09,Activo
SOC-2503,54,Femenino,Querétaro,2024-07-26,Activo
SOC-2504,63,Otro,Puebla,2024-05-28,Inactivo
SOC-2505,25,Femenino,CDMX,2025-05-09,Activo
SOC-2506,38,Masculino,Tijuana,2025-04-30,Activo
SOC-2507,57,Femenino,Tijuana,2024-12-19,Cancelado
SOC-2508,41,Masculino,Puebla,2025-03-08,Inactivo
SOC-2509,24,Masculino,Puebla,2024-10-28,Cancelado
SOC-2510,43,Otro,CDMX,2024-07-21,Activo
SOC-2511,37,Otro,Monterrey,2024-04-23,Activo
SOC-2512,39,Masculino,CDMX,2024-09-18,Activo
SOC-2513,58,Masculino,Querétaro,2024-09-18,Cancelado
SOC-2514,30,Femenino,Monterrey,2025-01-07,Inactivo
SOC-2515,70,Otro,Tijuana,2024-03-16,Activo
SOC-2516,33,Masculino,Guadalajara,2024-05-11,Activo
SOC-2517,30,Masculino,Querétaro,2024-03-19,Activo
SOC-2518,66,Otro,CDMX,2024-03-31,Inactivo
SOC-2519,67,Otro,Puebla,2024-08-25,Cancelado
SOC-2520,66,Otro,Tijuana,2024-10-23,Activo
SOC-2521,46,Otro,Querétaro,2024-11-25,Activo
SOC-2522,58,Otro,Monterrey,2025-03-18,Activo
SOC-2523,58,Femenino,Guadalajara,2024-08-13,Cancelado
SOC-2524,22,Femenino,Puebla,2024-11-19,Inactivo
SOC-2525,37,Femenino,Querétaro,2024-01-29,Inactivo
SOC-2526,40,Otro,CDMX,2024-06-07,Activo
SOC-2527,47,Femenino,CDMX,2024-01-30,Activo
SOC-2528,41,Femenino,CDMX,2024-11-26,Activo
SOC-2529,23,Otro,Querétaro,2024-09-16,Activo
SOC-2530,42,Femenino,Querétaro,2024-10-10,Inactivo
SOC-2531,68,Otro,CDMX,2024-08-18,Inactivo
SOC-2532,69,Otro,Mérida,2024-04-06,Cancelado
SOC-2533,38,Otro,Puebla,2024-09-13,Cancelado
SOC-2534,27,Masculino,Puebla,2024-02-22,Activo
SOC-2535,69,Femenino,Mérida,2024-02-13,Inactivo
SOC-2536,50,Otro,Guadalajara,2024-01-21,Cancelado
SOC-2537,33,Otro,Puebla,2024-08-12,Inactivo
SOC-2538,51,Otro,Querétaro,2024-03-22,Activo
SOC-2539,41,Femenino,Monterrey,2024-07-17,Activo
SOC-2540,44,Femenino,Mérida,2024-11-02,Activo
SOC-2541,21,Otro,Mérida,2024-06-20,Cancelado
SOC-2542,22,Femenino,CDMX,2024-10-12,Activo
SOC-2543,61,Femenino,Monterrey,2024-05-09,Activo
SOC-2544,64,Otro,Querétaro,2025-03-23,Activo
SOC-2545,27,Femenino,CDMX,2024-10-25,Activo
SOC-2546,60,Masculino,Monterrey,2024-06-07,Activo
SOC-2547,59,Otro,Mérida,2024-07-19,Activo
SOC-2548,26,Otro,Mérida,2025-04-25,Activo
SOC-2549,23,Femenino,Querétaro,2024-07-11,Activo
SOC-2550,59,Femenino,Tijuana,2024-03-06,Inactivo
SOC-2551,60,Otro,Tijuana,2025-04-29,Activo
SOC-2552,65,Otro,Querétaro,2024-02-17,Inactivo
SOC-2553,59,Otro,Puebla,2024-09-17,Activo
SOC-2554,41,Masculino,Monterrey,2024-06-07,Activo
SOC-2555,29,Masculino,Monterrey,2025-04-30,Inactivo
SOC-2556,67,Femenino,Guadalajara,2024-04-25,Activo
SOC-2557,26,Masculino,CDMX,2024-05-31,Activo
SOC-2558,68,Masculino,Querétaro,2025-01-29,Activo
SOC-2559,52,Otro,Querétaro,2024-01-20,Inactivo
SOC-2560,60,Femenino,Tijuana,2024-11-12,Activo
SOC-2561,26,Otro,Puebla,2024-03-19,Activo
SOC-2562,28,Masculino,Tijuana,2024-12-20,Activo
SOC-2563,67,Otro,Tijuana,2025-04-07,Activo
SOC-2564,28,Otro,Puebla,2024-01-23,Activo
SOC-2565,44,Femenino,Mérida,2025-01-03,Activo
SOC-2566,33,Femenino,Querétaro,2024-05-25,Activo
SOC-2567,66,Otro,Tijuana,2024-08-17,Activo
SOC-2568,32,Otro,Guadalajara,2024-06-07,Activo
SOC-2569,69,Femenino,Tijuana,2024-04-09,Cancelado
SOC-2570,41,Otro,Querétaro,2024-08-13,Activo
SOC-2571,47,Femenino,Tijuana,2024-07-14,Activo
SOC-2572,50,Otro,Puebla,2025-05-09,Inactivo
SOC-2573,28,Masculino,Tijuana,2024-11-05,Activo
SOC-2574,26,Femenino,CDMX,2024-11-24,Activo
SOC-2575,48,Femenino,Querétaro,2025-04-23,Inactivo
SOC-2576,24,Otro,Tijuana,2024-09-21,Cancelado
SOC-2577,25,Femenino,CDMX,2025-01-25,Activo
SOC-2578,28,Femenino,Puebla,2025-04-08,Cancelado
SOC-2579,50,Masculino,Tijuana,2024-08-11,Activo
SOC-2580,23,Masculino,Tijuana,2024-08-18,Activo
SOC-2581,40,Masculino,Puebla,2024-01-28,Activo
SOC-2582,43,Otro,Monterrey,2024-04-30,Cancelado
SOC-2583,42,Masculino,Monterrey,2024-04-24,Activo
SOC-2584,19,Femenino,CDMX,2025-03-05,Activo
SOC-2585,63,Otro,Monterrey,2025-02-09,Activo
SOC-2586,27,Masculino,CDMX,2024-05-26,Activo
SOC-2587,48,Otro,Tijuana,2024-03-12,Activo
SOC-2588,66,Otro,Puebla,2024-08-17,Activo
SOC-2589,57,Masculino,CDMX,2024-01-10,Activo
SOC-2590,34,Masculino,Tijuana,2024-03-17,Activo
SOC-2591,53,Otro,Querétaro,2024-09-27,Activo
SOC-2592,45,Masculino,Tijuana,2024-05-27,Activo
SOC-2593,33,Femenino,CDMX,2024-01-25,Activo
SOC-2594,33,Femenino,Mérida,2025-02-10,Activo
SOC-2595,57,Femenino,CDMX,2024-02-26,Inactivo
SOC-2596,49,Otro,Querétaro,2024-01-09,Activo
SOC-2597,58,Otro,Querétaro,2024-05-03,Activo
SOC-2598,63,Masculino,Monterrey,2024-08-07,Activo
SOC-2599,18,Otro,Monterrey,2024-05-03,Activo
SOC-2600,54,Femenino,Guadalajara,2024-12-06,Activo
SOC-2601,60,Masculino,Querétaro,2025-05-14,Activo
SOC-2602,41,Masculino,Querétaro,2024-10-05,Activo
SOC-2603,50,Otro,Querétaro,2024-01-11,Activo
SOC-2604,42,Femenino,CDMX,2024-11-21,Activo
SOC-2605,42,Femenino,Monterrey,2025-01-17,Activo
SOC-2606,19,Femenino,Tijuana,2024-02-04,Activo
SOC-2607,40,Masculino,Mérida,2024-12-02,Activo
SOC-2608,58,Masculino,Tijuana,2024-10-24,Activo
SOC-2609,65,Femenino,Guadalajara,2024-01-23,Activo
SOC-2610,40,Otro,Monterrey,2025-02-20,Activo
SOC-2611,59,Masculino,Tijuana,2025-02-02,Activo
SOC-2612,61,Femenino,Mérida,2024-09-02,Inactivo
SOC-2613,58,Masculino,Tijuana,2024-03-10,Activo
SOC-2614,22,Otro,Tijuana,2025-04-28,Activo
SOC-2615,47,Masculino,Monterrey,2024-04-13,Inactivo
SOC-2616,20,Masculino,CDMX,2024-06-10,Cancelado
SOC-2617,37,Otro,Puebla,2025-02-21,Activo
SOC-2618,52,Femenino,Monterrey,2024-01-19,Activo
SOC-2619,66,Otro,Guadalajara,2024-05-26,Inactivo
SOC-2620,40,Masculino,Tijuana,2024-12-01,Activo
SOC-2621,39,Femenino,CDMX,2025-02-13,Activo
SOC-2622,41,Femenino,Puebla,2025-01-15,Activo
SOC-2623,46,Femenino,Monterrey,2025-05-13,Activo
SOC-2624,29,Femenino,Mérida,2024-09-11,Activo
SOC-2625,41,Otro,Monterrey,2025-02-14,Activo
SOC-2626,23,Otro,Puebla,2024-02-10,Activo
SOC-2627,45,Otro,Tijuana,2024-04-02,Activo
SOC-2628,52,Femenino,Monterrey,2024-02-22,Activo
SOC-2629,23,Femenino,Mérida,2024-05-31,Activo
SOC-2630,37,Femenino,Querétaro,2025-01-02,Activo
SOC-2631,45,Masculino,Mérida,2024-08-15,Activo
SOC-2632,40,Femenino,CDMX,2025-01-07,Inactivo
SOC-2633,40,Otro,Puebla,2024-05-20,Activo
SOC-2634,58,Masculino,CDMX,2024-12-09,Activo
SOC-2635,58,Femenino,Monterrey,2024-09-19,Activo
SOC-2636,69,Otro,Mérida,2024-03-22,Activo
SOC-2637,19,Masculino,Tijuana,2024-11-07,Activo
SOC-2638,61,Femenino,CDMX,2024-03-05,Activo
SOC-2639,22,Masculino,Tijuana,2024-11-26,Activo
SOC-2640,41,Femenino,Puebla,2025-05-01,Activo
SOC-2641,54,Masculino,Querétaro,2024-03-19,Activo
SOC-2642,61,Femenino,Monterrey,2024-07-09,Activo
SOC-2643,46,Masculino,Querétaro,2024-03-11,Activo
SOC-2644,51,Femenino,Puebla,2024-06-09,Activo
SOC-2645,59,Femenino,Guadalajara,2025-05-06,Activo
SOC-2646,25,Masculino,Mérida,2024-04-05,Inactivo
SOC-2647,49,Otro,Puebla,2025-04-12,Activo
SOC-2648,53,Masculino,Monterrey,2025-01-31,Activo
SOC-2649,34,Otro,Puebla,2024-04-19,Inactivo
SOC-2650,57,Femenino,Mérida,2025-04-14,Activo
SOC-2651,49,Masculino,CDMX,2024-03-10,Activo
SOC-2652,22,Femenino,Guadalajara,2025-04-05,Activo
SOC-2653,63,Femenino,CDMX,2025-02-18,Activo
SOC-2654,61,Femenino,Mérida,2024-06-26,Activo
SOC-2655,63,Masculino,Querétaro,2024-10-04,Activo
SOC-2656,36,Femenino,Tijuana,2024-03-21,Activo
SOC-2657,63,Otro,Mérida,2024-11-22,Activo
SOC-2658,29,Femenino,Querétaro,2024-04-24,Activo
SOC-2659,25,Masculino,Tijuana,2024-03-12,Activo
SOC-2660,33,Femenino,CDMX,2024-07-03,Activo
SOC-2661,53,Otro,Monterrey,2024-08-27,Activo
SOC-2662,69,Otro,Guadalajara,2024-11-09,Cancelado
SOC-2663,23,Masculino,Monterrey,2024-07-22,Activo
SOC-2664,63,Otro,Puebla,2024-09-26,Activo
SOC-2665,44,Femenino,Tijuana,2024-10-21,Activo
SOC-2666,22,Masculino,Monterrey,2024-11-24,Activo
SOC-2667,22,Femenino,Puebla,2024-12-14,Activo
SOC-2668,51,Femenino,Guadalajara,2025-03-25,Activo
SOC-2669,67,Otro,Mérida,2024-10-27,Activo
SOC-2670,29,Masculino,Puebla,2024-09-14,Activo
SOC-2671,21,Masculino,Querétaro,2024-03-19,Activo
SOC-2672,37,Masculino,Guadalajara,2024-06-14,Inactivo
SOC-2673,63,Masculino,Monterrey,2025-04-30,Activo
SOC-2674,51,Femenino,Tijuana,2024-02-10,Activo
SOC-2675,34,Masculino,Mérida,2025-05-04,Activo
SOC-2676,53,Femenino,Guadalajara,2024-11-16,Cancelado
SOC-2677,37,Otro,Querétaro,2024-02-17,Activo
SOC-2678,50,Otro,Guadalajara,2024-10-30,Activo
SOC-2679,55,Masculino,Guadalajara,2024-12-03,Cancelado
SOC-2680,57,Otro,Querétaro,2024-06-21,Inactivo
SOC-2681,54,Masculino,Tijuana,2025-03-18,Inactivo
SOC-2682,19,Masculino,CDMX,2025-04-30,Activo
SOC-2683,59,Otro,Monterrey,2024-11-29,Activo
SOC-2684,31,Otro,Puebla,2024-11-12,Activo
SOC-2685,58,Masculino,Puebla,2025-03-31,Cancelado
SOC-2686,58,Otro,Monterrey,2024-11-24,Activo
SOC-2687,37,Femenino,Guadalajara,2025-02-16,Activo
SOC-2688,69,Otro,Puebla,2024-06-01,Activo
SOC-2689,47,Masculino,Mérida,2024-01-31,Inactivo
SOC-2690,28,Femenino,Puebla,2024-09-04,Activo
SOC-2691,47,Masculino,Monterrey,2024-11-06,Activo
SOC-2692,27,Femenino,Tijuana,2025-01-02,Activo
SOC-2693,38,Otro,Tijuana,2024-06-25,Activo
SOC-2694,43,Masculino,Tijuana,2024-07-08,Activo
SOC-2695,50,Otro,CDMX,2024-06-12,Activo
SOC-2696,33,Femenino,CDMX,2024-05-16,Activo
SOC-2697,46,Masculino,Guadalajara,2024-02-19,Activo
SOC-2698,21,Femenino,Puebla,2025-03-18,Activo
SOC-2699,57,Femenino,Guadalajara,2025-05-07,Activo
SOC-2700,28,Femenino,Querétaro,2025-01-04,Activo
SOC-2701,38,Masculino,Tijuana,2024-03-22,Activo
SOC-2702,49,Otro,Puebla,2024-09-12,Activo
SOC-2703,37,Femenino,CDMX,2024-02-16,Activo
SOC-2704,43,Otro,Puebla,2025-05-09,Activo
SOC-2705,33,Masculino,Querétaro,2024-06-29,Activo
SOC-2706,21,Masculino,Monterrey,2024-09-10,Cancelado
SOC-2707,56,Otro,Mérida,2024-08-28,Activo
SOC-2708,36,Otro,CDMX,2025-03-09,Inactivo
SOC-2709,24,Femenino,Guadalajara,2025-03-27,Activo
SOC-2710,34,Otro,Monterrey,2025-01-26,Activo
SOC-2711,43,Femenino,CDMX,2024-07-24,Inactivo
SOC-2712,21,Otro,Querétaro,2024-04-09,Activo
SOC-2713,41,Otro,Monterrey,2024-02-07,Activo
SOC-2714,42,Otro,Puebla,2025-01-26,Activo
SOC-2715,53,Femenino,Tijuana,2024-11-15,Activo
SOC-2716,61,Otro,CDMX,2024-03-06,Cancelado
SOC-2717,24,Femenino,Monterrey,2025-02-10,Inactivo
SOC-2718,39,Otro,Monterrey,2025-01-21,Cancelado
SOC-2719,27,Masculino,Querétaro,2024-09-17,Activo
SOC-2720,43,Otro,CDMX,2024-01-24,Activo
SOC-2721,20,Masculino,Mérida,2024-06-19,Cancelado
SOC-2722,69,Femenino,Querétaro,2024-08-21,Activo
SOC-2723,27,Otro,Querétaro,2024-03-12,Activo
SOC-2724,38,Otro,Monterrey,2024-03-24,Activo
SOC-2725,43,Otro,Mérida,2025-03-07,Activo
SOC-2726,37,Otro,Monterrey,2024-09-16,Inactivo
SOC-2727,50,Otro,Puebla,2024-12-28,Activo
SOC-2728,54,Femenino,Puebla,2025-02-21,Inactivo
SOC-2729,19,Femenino,Monterrey,2024-12-10,Activo
SOC-2730,25,Femenino,Querétaro,2024-06-06,Activo
SOC-2731,68,Otro,Tijuana,2024-12-18,Activo
SOC-2732,58,Masculino,Querétaro,2024-08-30,Inactivo
SOC-2733,34,Otro,Tijuana,2025-05-12,Activo
SOC-2734,67,Otro,Querétaro,2024-04-26,Activo
SOC-2735,64,Masculino,Querétaro,2024-09-02,Activo
SOC-2736,28,Otro,Mérida,2025-01-04,Inactivo
SOC-2737,57,Femenino,Guadalajara,2025-02-24,Activo
SOC-2738,61,Masculino,CDMX,2024-10-20,Inactivo
SOC-2739,62,Masculino,Guadalajara,2024-01-10,Activo
SOC-2740,46,Femenino,Puebla,2024-03-18,Activo
SOC-2741,44,Otro,Guadalajara,2024-07-29,Activo
SOC-2742,50,Otro,Puebla,2025-03-22,Activo
SOC-2743,65,Otro,CDMX,2024-12-27,Activo
SOC-2744,26,Otro,Guadalajara,2024-10-14,Activo
SOC-2745,38,Otro,Puebla,2024-09-26,Activo
SOC-2746,42,Femenino,Guadalajara,2024-08-23,Inactivo
SOC-2747,52,Femenino,Querétaro,2024-06-30,Activo
SOC-2748,61,Otro,Mérida,2024-11-25,Activo
SOC-2749,69,Otro,Monterrey,2024-11-08,Cancelado
SOC-2750,48,Masculino,Guadalajara,2024-05-22,Activo
SOC-2751,53,Femenino,Guadalajara,2025-04-27,Activo
SOC-2752,37,Femenino,Mérida,2024-04-16,Cancelado
SOC-2753,62,Otro,Puebla,2024-06-11,Activo
SOC-2754,48,Femenino,Querétaro,2025-04-23,Activo
SOC-2755,68,Otro,Monterrey,2024-05-27,Activo
SOC-2756,25,Otro,Mérida,2024-10-05,Inactivo
SOC-2757,42,Femenino,Tijuana,2024-06-25,Activo
SOC-2758,67,Masculino,Monterrey,2024-01-22,Activo
SOC-2759,36,Otro,CDMX,2024-06-26,Inactivo
SOC-2760,46,Otro,Monterrey,2025-01-17,Inactivo
SOC-2761,48,Masculino,Guadalajara,2025-02-27,Activo
SOC-2762,52,Femenino,Querétaro,2024-12-22,Activo
SOC-2763,35,Masculino,CDMX,2024-11-11,Activo
SOC-2764,65,Otro,Guadalajara,2024-05-04,Activo
SOC-2765,21,Otro,Querétaro,2024-04-25,Activo
SOC-2766,58,Masculino,CDMX,2024-02-21,Activo
SOC-2767,44,Femenino,Mérida,2024-08-29,Inactivo
SOC-2768,24,Otro,Tijuana,2024-03-11,Inactivo
SOC-2769,18,Otro,Guadalajara,2024-07-27,Activo
SOC-2770,59,Femenino,Puebla,2024-11-29,Inactivo
SOC-2771,30,Femenino,Monterrey,2024-05-26,Activo
SOC-2772,59,Masculino,Tijuana,2024-02-15,Inactivo
SOC-2773,59,Otro,Guadalajara,2024-09-30,Activo
SOC-2774,65,Otro,Tijuana,2025-04-24,Activo
SOC-2775,20,Masculino,Puebla,2025-03-27,Inactivo
SOC-2776,29,Masculino,Tijuana,2024-07-22,Activo
SOC-2777,68,Femenino,Guadalajara,2025-04-24,Activo
SOC-2778,65,Femenino,CDMX,2024-01-05,Activo
SOC-2779,37,Otro,Querétaro,2024-02-24,Activo
SOC-2780,39,Femenino,Puebla,2024-11-24,Activo
SOC-2781,52,Otro,Puebla,2025-03-31,Activo
SOC-2782,26,Otro,Puebla,2024-05-19,Activo
SOC-2783,30,Masculino,Monterrey,2024-03-24,Activo
SOC-2784,64,Femenino,Mérida,2024-05-11,Activo
SOC-2785,63,Masculino,CDMX,2025-01-12,Activo
SOC-2786,39,Femenino,Querétaro,2024-12-11,Cancelado
SOC-2787,66,Masculino,Guadalajara,2024-11-08,Activo
SOC-2788,58,Femenino,Tijuana,2024-08-06,Activo
SOC-2789,50,Femenino,CDMX,2024-07-24,Activo
SOC-2790,60,Masculino,Guadalajara,2024-03-12,Cancelado
SOC-2791,48,Femenino,Guadalajara,2024-01-04,Activo
SOC-2792,34,Femenino,Guadalajara,2024-08-16,Activo
SOC-2793,66,Femenino,Monterrey,2024-06-03,Activo
SOC-2794,55,Otro,Querétaro,2024-01-06,Activo
SOC-2795,34,Otro,Monterrey,2024-12-20,Activo
SOC-2796,33,Masculino,Mérida,2024-03-01,Inactivo
SOC-2797,47,Femenino,Guadalajara,2024-07-26,Cancelado
SOC-2798,61,Otro,Mérida,2025-01-29,Activo
SOC-2799,37,Otro,CDMX,2024-11-23,Activo
SOC-2800,36,Femenino,Querétaro,2024-04-23,Cancelado
SOC-2801,32,Masculino,Puebla,2024-03-19,Activo
SOC-2802,47,Otro,Querétaro,2024-07-10,Activo
SOC-2803,44,Otro,Querétaro,2025-04-12,Activo
SOC-2804,48,Otro,Tijuana,2024-12-06,Activo
SOC-2805,70,Masculino,Tijuana,2024-05-06,Activo
SOC-2806,61,Otro,Tijuana,2025-02-07,Activo
SOC-2807,23,Otro,Puebla,2024-09-27,Cancelado
SOC-2808,63,Femenino,CDMX,2025-04-14,Cancelado
SOC-2809,54,Masculino,CDMX,2025-02-28,Activo
SOC-2810,53,Otro,Guadalajara,2024-10-20,Activo
SOC-2811,52,Masculino,Guadalajara,2024-06-16,Cancelado
SOC-2812,51,Femenino,CDMX,2024-12-14,Inactivo
SOC-2813,31,Otro,Querétaro,2024-09-07,Activo
SOC-2814,23,Otro,Puebla,2025-02-18,Cancelado
SOC-2815,21,Femenino,Guadalajara,2024-09-19,Inactivo
SOC-2816,44,Femenino,Querétaro,2024-01-30,Activo
SOC-2817,53,Femenino,Mérida,2025-02-17,Activo
SOC-2818,37,Otro,CDMX,2024-07-21,Activo
SOC-2819,34,Masculino,Mérida,2024-04-21,Activo
SOC-2820,55,Masculino,CDMX,2024-08-04,Activo
SOC-2821,40,Otro,CDMX,2024-10-04,Inactivo
SOC-2822,21,Masculino,Puebla,2024-01-17,Activo
SOC-2823,36,Femenino,Guadalajara,2025-01-28,Activo
SOC-2824,26,Otro,Mérida,2024-11-26,Activo
SOC-2825,44,Femenino,Puebla,2024-08-17,Activo
SOC-2826,42,Femenino,CDMX,2024-12-15,Cancelado
SOC-2827,60,Otro,Guadalajara,2024-11-30,Activo
SOC-2828,40,Masculino,Guadalajara,2024-10-02,Activo
SOC-2829,43,Otro,Guadalajara,2025-01-07,Activo
SOC-2830,32,Masculino,Tijuana,2024-01-12,Activo
SOC-2831,37,Femenino,Mérida,2025-01-03,Activo
SOC-2832,52,Femenino,Querétaro,2024-07-13,Activo
SOC-2833,70,Masculino,Guadalajara,2024-08-23,Activo
SOC-2834,40,Masculino,Monterrey,2024-04-06,Activo
SOC-2835,64,Masculino,CDMX,2025-02-18,Activo
SOC-2836,60,Femenino,Querétaro,2025-01-27,Activo
SOC-2837,19,Masculino,Guadalajara,2024-02-04,Cancelado
SOC-2838,24,Otro,CDMX,2024-08-16,Activo
SOC-2839,56,Otro,Mérida,2025-03-22,Activo
SOC-2840,21,Masculino,Mérida,2024-01-23,Activo
SOC-2841,43,Femenino,Guadalajara,2024-10-03,Activo
SOC-2842,31,Masculino,Guadalajara,2024-09-14,Activo
SOC-2843,36,Masculino,Tijuana,2025-04-14,Activo
SOC-2844,64,Otro,Monterrey,2024-10-22,Cancelado
SOC-2845,56,Otro,Tijuana,2024-06-13,Activo
SOC-2846,33,Femenino,Guadalajara,2024-12-04,Activo
SOC-2847,51,Masculino,Puebla,2024-06-02,Activo
SOC-2848,35,Masculino,Querétaro,2025-04-30,Cancelado
SOC-2849,55,Otro,Guadalajara,2024-11-16,Activo
SOC-2850,61,Femenino,Querétaro,2024-09-10,Activo
SOC-2851,21,Femenino,Mérida,2024-12-09,Activo
SOC-2852,42,Otro,Monterrey,2024-12-22,Activo
SOC-2853,44,Femenino,Guadalajara,2024-06-02,Activo
SOC-2854,42,Masculino,Tijuana,2024-10-02,Inactivo
SOC-2855,48,Masculino,Tijuana,2024-04-25,Activo
SOC-2856,37,Otro,Guadalajara,2025-02-16,Activo
SOC-2857,47,Masculino,Querétaro,2024-07-30,Activo
SOC-2858,44,Otro,Querétaro,2024-03-09,Activo
SOC-2859,42,Masculino,Monterrey,2024-04-14,Activo
SOC-2860,39,Otro,CDMX,2025-04-17,Activo
SOC-2861,46,Femenino,CDMX,2024-10-01,Inactivo
SOC-2862,64,Masculino,CDMX,2024-05-17,Activo
SOC-2863,42,Otro,Querétaro,2024-11-04,Activo
SOC-2864,20,Masculino,Guadalajara,2025-02-15,Activo
SOC-2865,66,Otro,Mérida,2024-12-09,Activo
SOC-2866,53,Masculino,Puebla,2024-04-16,Activo
SOC-2867,39,Femenino,CDMX,2024-04-18,Activo
SOC-2868,30,Otro,CDMX,2025-01-17,Activo
SOC-2869,66,Femenino,Guadalajara,2024-12-22,Inactivo
SOC-2870,56,Otro,Guadalajara,2024-07-22,Cancelado
SOC-2871,33,Otro,Monterrey,2025-02-01,Activo
SOC-2872,36,Femenino,Puebla,2024-09-30,Activo
SOC-2873,59,Femenino,Monterrey,2024-05-13,Activo
SOC-2874,41,Otro,Puebla,2024-08-26,Activo
SOC-2875,24,Otro,Puebla,2025-01-24,Activo
SOC-2876,38,Masculino,Monterrey,2024-06-09,Activo
SOC-2877,44,Masculino,Querétaro,2025-03-18,Activo
SOC-2878,32,Otro,Guadalajara,2024-01-09,Activo
SOC-2879,34,Otro,Querétaro,2024-10-23,Activo
SOC-2880,64,Femenino,Monterrey,2024-03-19,Activo
SOC-2881,30,Femenino,Guadalajara,2024-07-13,Activo
SOC-2882,54,Masculino,Puebla,2024-10-08,Activo
SOC-2883,59,Otro,Monterrey,2024-05-11,Activo
SOC-2884,66,Femenino,Mérida,2024-11-24,Activo
SOC-2885,65,Femenino,Puebla,2024-03-27,Inactivo
SOC-2886,64,Femenino,Guadalajara,2024-03-12,Activo
SOC-2887,64,Otro,Puebla,2024-04-04,Activo
SOC-2888,52,Otro,CDMX,2024-09-25,Activo
SOC-2889,20,Masculino,Tijuana,2024-12-08,Activo
SOC-2890,21,Masculino,Puebla,2024-03-11,Activo
SOC-2891,58,Masculino,CDMX,2024-12-28,Activo
SOC-2892,27,Masculino,Guadalajara,2024-09-15,Inactivo
SOC-2893,47,Femenino,CDMX,2024-11-12,Inactivo
SOC-2894,58,Otro,Querétaro,2025-04-12,Activo
SOC-2895,48,Otro,Puebla,2024-01-09,Activo
SOC-2896,18,Otro,Querétaro,2024-07-29,Activo
SOC-2897,18,Masculino,Querétaro,2025-01-04,Activo
SOC-2898,35,Otro,Monterrey,2024-01-09,Inactivo
SOC-2899,50,Otro,Mérida,2024-08-08,Activo
SOC-2900,69,Masculino,CDMX,2025-04-15,Activo
SOC-2901,24,Otro,Guadalajara,2024-05-03,Activo
SOC-2902,30,Otro,Querétaro,2024-05-09,Activo
SOC-2903,70,Femenino,Monterrey,2025-02-11,Activo
